seed,cup,stake,policy,shop_policy,ante_reached,victory,defeat_ante,defeat_blind,gold_earned,gold_final,interest_earned,hands_aces,hands_twos,hands_threes,hands_fours,hands_fives,hands_sixes,hands_three_of_a_kind,hands_four_of_a_kind,hands_full_house,hands_small_straight,hands_large_straight,hands_yahtzee,hands_chance,relics_final,max_hand_score,max_hand_figure
9552,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,2,3,3,0,1,0,1,1,0,1,triplet_master;clay_piggy_bank,396,four_of_a_kind
9553,polyhedron,3,grid-aware,budget,2,false,2,small,20,4,0,0,1,2,1,4,3,0,1,1,2,1,0,0,clay_piggy_bank;triplet_master;triplet_master,220,large_straight
9554,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,3,0,2,3,0,1,0,1,0,0,2,,252,sixes
9555,polyhedron,3,grid-aware,budget,1,false,1,boss,10,2,0,0,0,0,2,1,3,0,2,2,0,0,0,2,clay_piggy_bank;polished_stone,208,full_house
9556,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
9557,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
9558,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,0,0,0,0,0,0,1,triplet_master,144,sixes
9559,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,1,1,1,0,1,0,0,0,clay_piggy_bank,132,four_of_a_kind
9560,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,1,3,2,1,1,1,1,0,0,1,clay_piggy_bank;clay_piggy_bank,164,full_house
9561,polyhedron,3,grid-aware,budget,2,false,2,boss,30,6,0,0,0,1,4,4,6,0,3,1,1,0,0,2,cracked_die;clay_piggy_bank;clay_piggy_bank;cracked_die;polished_stone,714,full_house
9562,polyhedron,3,grid-aware,budget,2,false,2,small,19,3,0,0,0,0,2,3,3,0,0,2,0,0,0,4,clay_piggy_bank;cracked_die;cracked_die;triplet_master,570,full_house
9563,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,1,2,1,1,0,0,0,0,1,polished_stone,186,sixes
9564,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,1,1,1,2,1,0,0,1,2,2,0,0,triplet_master;triplet_master,260,large_straight
9565,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
9566,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,0,1,2,1,2,1,2,1,0,2,polished_stone;clay_piggy_bank,300,large_straight
9567,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
9568,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,1,0,0,0,0,0,0,cracked_die,144,sixes
9569,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,144,sixes
9570,polyhedron,3,grid-aware,budget,1,false,1,boss,12,0,0,0,0,1,2,2,2,0,1,1,1,0,0,0,clay_piggy_bank;triplet_master;clay_piggy_bank,324,four_of_a_kind
9571,polyhedron,3,grid-aware,budget,2,false,2,boss,23,3,0,0,0,3,1,5,4,1,2,2,0,1,0,1,triplet_master;cracked_die;cracked_die;cracked_die;triplet_master,600,large_straight
9572,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,1,2,3,2,0,0,2,0,0,1,cracked_die;cracked_die;clay_piggy_bank,235,small_straight
9573,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,108,sixes
9574,polyhedron,3,grid-aware,budget,1,false,1,big,4,4,0,0,1,0,0,2,2,0,0,0,2,0,0,0,,117,small_straight
9575,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,1,1,2,0,0,0,1,0,0,1,triplet_master,120,fives
9576,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,108,sixes
9577,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,2,3,3,0,1,0,1,1,0,1,clay_piggy_bank;clay_piggy_bank,220,large_straight
9578,polyhedron,3,grid-aware,budget,3,false,3,small,28,4,0,0,0,5,0,5,6,1,1,3,2,0,0,1,polished_stone;cracked_die;cracked_die;cracked_die;triplet_master,760,full_house
9579,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,0,1,0,0,0,,144,sixes
9580,polyhedron,3,grid-aware,budget,2,false,2,boss,26,2,0,0,0,2,2,4,6,0,2,2,1,0,0,0,triplet_master;cracked_die;polished_stone;clay_piggy_bank;triplet_master,444,small_straight
9581,polyhedron,3,grid-aware,budget,2,false,2,small,12,0,0,0,1,0,3,3,3,1,0,1,2,0,0,2,polished_stone;triplet_master;clay_piggy_bank,282,sixes
9582,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,0,0,0,1,0,0,1,triplet_master,129,small_straight
9583,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
9584,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,0,2,2,1,0,0,1,0,0,0,triplet_master,126,sixes
9585,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,2,3,3,2,0,1,1,0,0,0,0,polished_stone;polished_stone,168,sixes
9586,polyhedron,3,grid-aware,budget,3,false,3,big,38,6,0,0,0,0,4,5,6,3,3,0,3,3,0,2,clay_piggy_bank;polished_stone;triplet_master;polished_stone;polished_stone,1143,three_of_a_kind
9587,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,1,3,3,0,0,2,1,1,0,0,triplet_master,220,large_straight
9588,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,1,1,1,1,0,1,0,0,0,,132,four_of_a_kind
9589,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,3,3,3,1,0,0,2,0,0,0,triplet_master,141,fours
9590,polyhedron,3,grid-aware,budget,2,false,2,boss,23,3,0,0,0,3,1,4,4,0,3,0,1,1,0,3,cracked_die;triplet_master;cracked_die;clay_piggy_bank;triplet_master,480,large_straight
9591,polyhedron,3,grid-aware,budget,1,false,1,boss,9,1,0,0,0,0,1,3,2,0,1,1,1,0,0,1,cracked_die;clay_piggy_bank,240,fives
9592,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,120,fives
9593,polyhedron,3,grid-aware,budget,3,false,3,big,32,4,0,0,0,2,4,5,7,0,2,2,3,0,0,2,polished_stone;polished_stone;triplet_master;polished_stone;cracked_die,816,full_house
9594,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,2,2,2,3,0,0,1,1,0,0,0,polished_stone;clay_piggy_bank,196,full_house
9595,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,0,0,1,0,0,1,clay_piggy_bank,144,sixes
9596,polyhedron,3,grid-aware,budget,1,false,1,boss,10,2,0,0,0,1,2,3,3,0,0,1,1,0,0,0,clay_piggy_bank;polished_stone,216,full_house
9597,polyhedron,3,grid-aware,budget,1,false,1,big,5,1,0,0,0,1,1,1,2,0,0,1,0,0,0,0,triplet_master,188,full_house
9598,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,0,0,1,0,0,1,triplet_master,144,sixes
9599,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,2,1,0,0,1,0,0,1,triplet_master,126,sixes
9600,polyhedron,3,grid-aware,budget,2,false,2,boss,26,2,0,0,0,4,2,3,5,1,1,1,4,1,0,0,polished_stone;polished_stone;clay_piggy_bank;cracked_die;clay_piggy_bank,665,large_straight
9601,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,1,2,3,0,0,1,3,0,0,1,polished_stone;polished_stone,282,full_house
9602,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,1,3,2,1,1,0,3,0,0,1,cracked_die;clay_piggy_bank,215,small_straight
9603,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,1,0,0,1,triplet_master,144,sixes
9604,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,1,0,1,0,0,0,0,2,polished_stone,234,sixes
9605,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,108,sixes
9606,polyhedron,3,grid-aware,budget,1,false,1,boss,9,1,0,1,0,0,1,3,3,0,1,0,2,0,0,0,clay_piggy_bank;triplet_master,144,sixes
9607,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,2,0,0,0,0,0,0,cracked_die,144,sixes
9608,polyhedron,3,grid-aware,budget,2,false,2,big,27,3,1,0,0,0,2,3,4,1,0,1,4,1,1,1,clay_piggy_bank;clay_piggy_bank;triplet_master;triplet_master,390,yahtzee
9609,polyhedron,3,grid-aware,budget,1,false,1,boss,9,1,0,0,0,1,1,2,2,0,3,1,0,0,0,2,clay_piggy_bank;clay_piggy_bank;clay_piggy_bank,224,full_house
9610,polyhedron,3,grid-aware,budget,2,false,2,boss,23,3,0,0,0,1,0,3,4,0,4,2,3,0,0,3,cracked_die;triplet_master;polished_stone;triplet_master;triplet_master,760,four_of_a_kind
9611,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,1,2,1,0,0,1,0,0,1,clay_piggy_bank,129,small_straight
9612,polyhedron,3,grid-aware,budget,1,false,1,boss,12,0,0,0,0,1,2,3,1,0,0,2,1,0,0,1,clay_piggy_bank;triplet_master,176,full_house
9613,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,1,3,3,1,1,0,2,0,0,1,triplet_master;clay_piggy_bank,360,four_of_a_kind
9614,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,0,0,0,2,clay_piggy_bank,126,sixes
9615,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,1,1,0,0,2,0,0,1,,129,small_straight
9616,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,1,0,0,1,,129,small_straight
9617,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,0,0,0,0,0,0,2,polished_stone,234,sixes
9618,polyhedron,3,grid-aware,budget,1,false,1,boss,9,1,0,0,0,1,0,2,3,0,1,2,0,0,0,1,triplet_master;polished_stone;cracked_die,360,four_of_a_kind
9619,polyhedron,3,grid-aware,budget,2,false,2,boss,20,0,0,0,0,3,2,6,6,0,1,1,1,1,0,2,polished_stone;triplet_master;polished_stone;cracked_die;triplet_master,380,large_straight
9620,polyhedron,3,grid-aware,budget,2,false,2,small,13,1,0,0,0,1,0,4,4,1,0,1,2,0,0,2,cracked_die;triplet_master,369,full_house
9621,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
9622,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,108,sixes
9623,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,0,0,1,0,0,1,triplet_master,126,sixes
9624,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,1,2,0,0,1,0,0,0,1,cracked_die,184,full_house
9625,polyhedron,3,grid-aware,budget,3,false,3,boss,41,9,3,0,0,0,5,6,8,2,1,3,1,0,0,3,polished_stone;polished_stone;polished_stone;cracked_die;cracked_die,1170,full_house
9626,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,0,1,0,0,0,,126,sixes
9627,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
9628,polyhedron,3,grid-aware,budget,2,false,2,boss,34,6,0,0,0,2,1,3,6,0,1,2,2,1,0,4,clay_piggy_bank;cracked_die;cracked_die;clay_piggy_bank;polished_stone,460,chance
9629,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,2,0,1,0,0,0,0,2,triplet_master,120,fives
9630,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,0,0,2,0,0,0,clay_piggy_bank,126,sixes
9631,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,1,2,2,1,1,1,1,0,0,1,cracked_die;cracked_die,192,full_house
9632,polyhedron,3,grid-aware,budget,2,false,2,boss,27,3,0,0,0,0,3,5,6,0,2,0,4,1,0,2,triplet_master;clay_piggy_bank;cracked_die;polished_stone;clay_piggy_bank,525,large_straight
9633,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,1,2,3,0,2,1,1,0,0,1,polished_stone;triplet_master,228,four_of_a_kind
9634,polyhedron,3,grid-aware,budget,2,false,2,big,23,3,0,1,0,0,2,3,5,0,1,1,1,1,0,0,polished_stone;polished_stone;clay_piggy_bank;clay_piggy_bank;clay_piggy_bank,416,full_house
9635,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,1,2,1,1,0,1,0,0,1,clay_piggy_bank,129,small_straight
9636,polyhedron,3,grid-aware,budget,1,false,1,boss,9,1,0,0,0,1,1,2,2,1,0,1,3,0,0,1,clay_piggy_bank;polished_stone;triplet_master,177,small_straight
9637,polyhedron,3,grid-aware,budget,3,false,3,boss,62,18,3,0,0,1,2,2,9,1,2,1,3,1,0,6,clay_piggy_bank;polished_stone;polished_stone;cracked_die;cracked_die,864,chance
9638,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,108,sixes
9639,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,1,2,3,0,2,0,2,0,0,1,cracked_die;clay_piggy_bank,235,small_straight
9640,polyhedron,3,grid-aware,budget,2,false,2,boss,25,5,0,0,1,0,1,5,3,2,0,2,2,2,0,2,polished_stone;cracked_die;triplet_master;clay_piggy_bank,540,large_straight
9641,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,2,2,1,3,0,1,1,1,0,0,1,triplet_master;polished_stone,216,full_house
9642,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,1,0,0,0,0,0,2,clay_piggy_bank,144,sixes
9643,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,1,3,3,1,1,0,2,1,0,0,triplet_master;triplet_master,288,four_of_a_kind
9644,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,1,0,1,0,0,0,cracked_die,132,four_of_a_kind
9645,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,120,fives
9646,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,0,3,3,1,0,1,1,0,0,1,cracked_die;triplet_master,240,fives
9647,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
9648,polyhedron,3,grid-aware,budget,2,false,2,small,15,3,0,0,1,0,2,3,3,1,0,1,2,0,0,0,polished_stone;polished_stone;triplet_master,584,full_house
9649,polyhedron,3,grid-aware,budget,2,false,2,big,19,3,0,1,0,0,1,4,5,0,0,0,5,0,0,0,triplet_master;cracked_die;triplet_master;polished_stone;polished_stone,415,small_straight
9650,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,108,sixes
9651,polyhedron,3,grid-aware,budget,3,false,3,big,44,6,1,0,0,1,1,6,6,3,3,1,5,0,0,2,triplet_master;cracked_die;clay_piggy_bank;full_house_architect;cracked_die,680,four_of_a_kind
9652,polyhedron,3,grid-aware,budget,1,false,1,boss,8,4,0,0,0,1,1,3,3,1,0,1,0,0,0,1,cracked_die,288,full_house
9653,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,0,1,0,0,0,0,1,clay_piggy_bank,144,sixes
9654,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,2,0,0,0,clay_piggy_bank,141,small_straight
9655,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,0,0,0,2,0,0,0,clay_piggy_bank,129,small_straight
9656,polyhedron,3,grid-aware,budget,3,false,3,boss,39,3,0,0,1,1,2,7,6,1,1,2,2,1,0,4,cracked_die;cracked_die;polished_stone;cracked_die;cracked_die,1224,full_house
9657,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
9658,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,0,1,0,0,0,0,1,cracked_die,132,four_of_a_kind
9659,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,1,2,2,1,0,0,0,0,0,0,cracked_die,175,fives
9660,polyhedron,3,grid-aware,budget,2,false,2,boss,26,2,0,0,0,1,0,4,4,1,1,2,2,0,0,2,polished_stone;cracked_die;cracked_die;triplet_master;triplet_master,650,fives
9661,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,0,2,2,0,0,0,0,0,0,2,clay_piggy_bank,126,sixes
9662,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,3,3,3,1,0,0,2,0,0,0,cracked_die;cracked_die,273,small_straight
9663,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
9664,polyhedron,3,grid-aware,budget,3,false,3,boss,35,3,0,0,0,1,3,8,6,3,2,0,4,1,1,3,cracked_die;polished_stone;cracked_die;polished_stone;cracked_die,1200,large_straight
9665,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,144,sixes
9666,polyhedron,3,grid-aware,budget,3,false,3,big,36,4,0,0,0,4,1,4,3,0,1,2,2,2,0,4,cracked_die;polished_stone;cracked_die;triplet_master;cracked_die,975,large_straight
9667,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,1,2,2,0,0,0,1,0,0,0,triplet_master,126,sixes
9668,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
9669,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,0,1,3,1,1,1,2,0,0,2,polished_stone;polished_stone,234,sixes
9670,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
9671,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,1,3,3,1,0,0,2,0,0,0,polished_stone;polished_stone;triplet_master,189,small_straight
9672,polyhedron,3,grid-aware,budget,3,false,3,boss,42,10,2,0,0,1,3,4,7,0,1,2,4,0,1,4,cracked_die;polished_stone;polished_stone;cracked_die;polished_stone,1200,yahtzee
9673,polyhedron,3,grid-aware,budget,1,false,1,big,4,0,0,0,0,0,1,1,2,0,0,1,0,0,0,2,triplet_master,168,full_house
9674,polyhedron,3,grid-aware,budget,2,false,2,big,16,0,0,0,1,0,3,5,5,0,1,0,2,0,0,2,polished_stone;polished_stone;polished_stone;polished_stone;polished_stone,366,sixes
9675,polyhedron,3,grid-aware,budget,2,false,2,boss,25,5,0,0,0,1,2,5,6,2,0,2,2,0,0,3,triplet_master;triplet_master;clay_piggy_bank;cracked_die;cracked_die,392,three_of_a_kind
9676,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,0,0,0,1,0,0,0,clay_piggy_bank,108,sixes
9677,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,1,0,0,1,0,0,0,,129,small_straight
9678,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,0,3,3,1,0,0,1,1,0,2,triplet_master;triplet_master,220,large_straight
9679,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,1,1,2,3,0,2,0,2,0,0,0,triplet_master;polished_stone,360,four_of_a_kind
9680,polyhedron,3,grid-aware,budget,3,false,3,boss,40,4,0,0,1,2,0,4,6,1,4,2,4,2,0,1,cracked_die;polished_stone;polished_stone;polished_stone;triplet_master,1404,four_of_a_kind
9681,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,108,sixes
9682,polyhedron,3,grid-aware,budget,2,false,2,boss,24,4,0,0,0,4,2,5,5,0,1,2,1,0,0,1,cracked_die;triplet_master;cracked_die;clay_piggy_bank;polished_stone,704,full_house
9683,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,2,3,2,1,1,1,1,1,0,0,cracked_die;clay_piggy_bank,280,four_of_a_kind
9684,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,3,0,3,2,0,1,0,1,0,0,2,triplet_master;polished_stone,360,four_of_a_kind
9685,polyhedron,3,grid-aware,budget,2,false,2,boss,30,2,0,3,0,1,1,4,5,0,2,0,3,2,1,0,clay_piggy_bank;clay_piggy_bank;polished_stone;polished_stone;polished_stone,472,small_straight
9686,polyhedron,3,grid-aware,budget,1,false,1,boss,9,1,0,0,0,1,0,2,2,1,1,0,2,0,0,1,cracked_die;polished_stone,280,four_of_a_kind
9687,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,2,2,2,0,0,0,0,0,0,1,,126,sixes
9688,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,1,0,0,0,0,0,,144,sixes
9689,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,1,1,2,3,1,1,1,1,0,0,1,polished_stone;clay_piggy_bank,186,sixes
9690,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,1,3,3,0,1,0,2,1,0,1,clay_piggy_bank,144,sixes
9691,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,0,0,0,1,0,0,1,triplet_master,144,sixes
9692,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,2,1,0,1,0,0,0,0,polished_stone,196,full_house
9693,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,2,0,2,3,0,0,2,1,0,0,1,triplet_master;triplet_master;cracked_die,224,full_house
9694,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,1,,144,sixes
9695,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,2,1,0,1,0,0,0,0,2,polished_stone,186,sixes
9696,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,108,sixes
9697,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,1,2,2,0,0,0,0,0,0,1,clay_piggy_bank,144,sixes
9698,polyhedron,3,grid-aware,budget,1,false,1,boss,7,3,0,0,0,0,1,3,3,1,1,0,1,0,0,2,cracked_die;triplet_master,240,fives
9699,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,0,2,2,1,0,0,2,0,0,0,clay_piggy_bank,126,sixes
9700,polyhedron,3,grid-aware,budget,2,false,2,boss,26,2,0,0,0,3,0,4,3,0,2,2,2,0,0,1,cracked_die;cracked_die;cracked_die;cracked_die,468,threes
9701,polyhedron,3,grid-aware,budget,3,false,3,big,66,30,8,0,1,1,2,6,7,0,0,2,4,3,0,1,clay_piggy_bank;cracked_die;cracked_die;triplet_master;clay_piggy_bank,770,large_straight
9702,polyhedron,3,grid-aware,budget,3,false,3,big,31,3,1,0,0,1,2,7,7,1,0,1,5,3,0,2,cracked_die;triplet_master;triplet_master;cracked_die;triplet_master,990,full_house
9703,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,2,2,2,1,0,0,1,0,0,0,triplet_master,129,small_straight
9704,polyhedron,3,grid-aware,budget,1,false,1,boss,8,0,0,0,0,0,1,3,3,1,0,0,1,0,0,2,cracked_die;clay_piggy_bank,315,fives
9705,polyhedron,3,grid-aware,budget,2,false,2,boss,25,5,0,0,0,1,3,5,4,1,0,1,5,1,0,2,polished_stone;clay_piggy_bank;cracked_die;triplet_master,416,full_house
9706,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,0,1,2,2,2,1,0,0,0,0,0,polished_stone,186,sixes
9707,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,0,1,1,0,0,0,0,0,1,,144,sixes
9708,polyhedron,3,grid-aware,budget,3,false,3,boss,36,4,0,0,0,2,1,6,9,1,0,2,2,1,1,6,cracked_die;polished_stone;triplet_master;triplet_master;polished_stone,855,full_house
9709,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
9710,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,2,2,2,0,0,0,0,0,0,0,clay_piggy_bank,126,sixes
9711,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,1,1,1,2,1,0,0,1,0,0,1,cracked_die,175,small_straight
9712,polyhedron,3,grid-aware,budget,3,false,3,big,43,11,2,0,0,4,3,7,7,0,0,3,3,1,0,2,polished_stone;polished_stone;cracked_die;clay_piggy_bank;triplet_master,665,large_straight
9713,polyhedron,3,grid-aware,budget,2,false,2,boss,21,1,0,0,0,2,1,4,5,1,1,2,4,0,0,2,triplet_master;triplet_master;polished_stone;polished_stone;triplet_master,396,four_of_a_kind
9714,polyhedron,3,grid-aware,budget,1,false,1,big,3,3,0,0,0,2,0,2,2,1,0,0,0,0,0,1,,180,sixes
9715,polyhedron,3,grid-aware,budget,3,false,3,small,35,5,0,2,0,0,2,4,6,1,1,3,1,1,0,3,polished_stone;clay_piggy_bank;triplet_master;polished_stone;stellar_alignment,1044,four_of_a_kind
9716,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
9717,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
9718,polyhedron,3,grid-aware,budget,3,false,3,boss,50,18,3,0,0,0,3,7,8,1,0,1,4,2,0,5,cracked_die;cracked_die;cracked_die;clay_piggy_bank;cracked_die,880,large_straight
9719,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
9720,polyhedron,3,grid-aware,budget,2,false,2,small,13,1,0,0,0,2,1,4,4,0,0,1,1,0,0,2,polished_stone;triplet_master;clay_piggy_bank,312,full_house
9721,polyhedron,3,grid-aware,budget,1,false,1,small,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,108,sixes
